local_entropy,domain_entropy,digit_ratio,special_chars,local_length,domain_length,is_trusted_domain,is_suspicious_tld,has_dot,email,label
3.1887,2.75,0.0,0,12,8,0,0,1,stefan.weber@t-online.de,normal
2.585,1.9219,0.0,0,12,5,1,0,1,maria.garcia@yahoo.com,normal
2.585,1.585,0.0,0,12,3,1,0,1,maria.garcia@web.de,normal
3.2389,3.1219,0.0,0,13,10,1,0,1,sarah.schmidt@protonmail.com,normal
2.5216,1.9219,0.0,0,7,5,1,0,0,support@yahoo.com,normal
3.3736,1.585,0.0,0,15,3,1,0,1,martin.freimuth@gmx.de,normal
2.0,1.585,0.0,0,4,3,1,0,0,info@web.de,normal
3.1219,2.585,0.0,0,10,6,1,0,1,lisa.meyer@icloud.com,normal
2.9477,2.1281,0.0,0,9,7,1,0,1,kim.jiwon@outlook.com,normal
3.0221,1.9219,0.0,0,12,5,1,0,1,nguyen.thanh@yahoo.com,normal
3.182,1.585,0.0,0,14,3,1,0,1,max.mustermann@web.de,normal
3.3736,1.585,0.0,0,15,3,1,0,1,martin.freimuth@web.de,normal
2.6464,2.8074,0.0,0,10,7,1,0,1,ali.hassan@hotmail.com,normal
3.3927,2.3219,0.0,0,13,5,1,0,1,laura.fischer@gmail.com,normal
3.375,1.585,0.0,0,16,3,1,0,1,michael.hoffmann@web.de,normal
2.9183,3.1219,0.0,0,12,10,1,0,1,anna.mueller@protonmail.com,normal
3.5069,2.75,0.1333,0,15,8,0,0,1,laura.fischer88@t-online.de,normal
1.9219,2.1281,0.0,0,5,7,1,0,0,hello@outlook.com,normal
2.5216,1.585,0.0,0,7,3,1,0,0,support@gmx.de,normal
3.182,1.585,0.0,0,14,3,1,0,1,katharina.koch@web.de,normal
3.182,3.1219,0.0,0,14,10,1,0,1,max.mustermann@protonmail.com,normal
2.2359,2.75,0.0,0,7,8,0,0,0,kontakt@t-online.de,normal
3.027,1.585,0.0,0,13,3,1,0,1,pierre.martin@web.de,normal
3.4183,2.1281,0.0,0,12,7,1,0,1,julia.becker@outlook.com,normal
2.585,2.8074,0.0,0,12,7,1,0,1,maria.garcia@hotmail.com,normal
3.5466,2.1281,0.0,0,13,7,1,0,1,thomas.wagner@outlook.com,normal
2.9183,2.75,0.0,0,12,8,0,0,1,anna.mueller@t-online.de,normal
3.4183,1.9219,0.0,0,12,5,1,0,1,peter.schulz@yahoo.com,normal
3.1219,2.75,0.0,0,10,8,0,0,1,lisa.meyer@t-online.de,normal
3.0221,3.1219,0.1667,0,12,10,1,0,1,ali.hassan27@protonmail.com,normal
3.5466,3.1219,0.0,0,13,10,1,0,1,thomas.wagner@protonmail.com,normal
2.9183,2.75,0.0,0,12,8,0,0,1,anna.mueller@t-online.de,normal
2.9477,2.3219,0.0,0,9,5,1,0,1,kim.jiwon@gmail.com,normal
3.1219,1.585,0.0,0,10,3,1,0,1,john.smith@gmx.de,normal
3.3736,2.3219,0.0,0,15,5,1,0,1,martin.freimuth@gmail.com,normal
3.4183,2.3219,0.0,0,12,5,1,0,1,peter.schulz@gmail.com,normal
2.9477,2.1281,0.0,0,9,7,1,0,1,kim.jiwon@outlook.com,normal
3.1219,2.1281,0.0,0,10,7,1,0,1,john.smith@outlook.com,normal
3.3232,1.9219,0.1333,0,15,5,1,0,1,pierre.martin53@yahoo.com,normal
3.182,2.585,0.0,0,14,6,1,0,1,max.mustermann@icloud.com,normal
3.182,2.585,0.0,0,14,6,1,0,1,katharina.koch@icloud.com,normal
2.6464,2.585,0.0,0,10,6,1,0,1,ali.hassan@icloud.com,normal
3.3249,2.75,0.1429,0,14,8,0,0,1,nguyen.thanh85@t-online.de,normal
3.182,2.8074,0.0,0,14,7,1,0,1,max.mustermann@hotmail.com,normal
3.5069,2.585,0.1333,0,15,6,1,0,1,sarah.schmidt69@icloud.com,normal
2.9502,2.3219,0.1429,0,14,5,1,0,1,maria.garcia29@gmail.com,normal
3.3736,3.1219,0.0,0,15,10,1,0,1,martin.freimuth@protonmail.com,normal
2.2516,2.585,0.0,0,6,6,1,0,0,office@icloud.com,normal
3.1219,1.585,0.0,0,10,3,1,0,1,john.smith@web.de,normal
3.4183,1.9219,0.0,0,12,5,1,0,1,julia.becker@yahoo.com,normal
3.6144,2.1281,0.1111,0,18,7,1,0,1,michael.hoffmann93@outlook.com,normal
2.9183,2.585,0.0,0,12,6,1,0,1,anna.mueller@icloud.com,normal
2.2359,2.3219,0.0,0,7,5,1,0,0,kontakt@gmail.com,normal
3.4183,2.1281,0.0,0,12,7,1,0,1,julia.becker@outlook.com,normal
2.5033,2.3219,0.2222,0,9,5,1,0,0,kontakt77@gmail.com,normal
3.4183,2.585,0.0,0,12,6,1,0,1,julia.becker@icloud.com,normal
2.6464,1.585,0.0,0,10,3,1,0,1,ali.hassan@web.de,normal
3.2359,1.585,0.1429,0,14,3,1,0,1,anna.mueller38@web.de,normal
2.0,2.8074,0.0,0,4,7,1,0,0,info@hotmail.com,normal
3.4183,1.9219,0.0,0,12,5,1,0,1,julia.becker@yahoo.com,normal
2.2516,2.585,0.0,0,6,6,1,0,0,office@icloud.com,normal
3.3927,2.75,0.0,0,13,8,0,0,1,laura.fischer@t-online.de,normal
2.0,1.9219,0.0,0,4,5,1,0,0,info@yahoo.com,normal
2.5216,2.75,0.0,0,7,8,0,0,0,support@t-online.de,normal
3.3232,2.585,0.1333,0,15,6,1,0,1,pierre.martin45@icloud.com,normal
2.585,2.585,0.0,0,12,6,1,0,1,maria.garcia@icloud.com,normal
3.2776,1.9219,0.1818,0,11,5,1,0,1,kim.jiwon49@yahoo.com,normal
3.1219,1.585,0.0,0,10,3,1,0,1,john.smith@web.de,normal
3.3927,1.9219,0.0,0,13,5,1,0,1,laura.fischer@yahoo.com,normal
2.6464,2.75,0.0,0,10,8,0,0,1,ali.hassan@t-online.de,normal
2.9477,2.75,0.0,0,9,8,0,0,1,kim.jiwon@t-online.de,normal
2.9502,1.585,0.1429,0,14,3,1,0,1,maria.garcia32@gmx.de,normal
3.4183,2.1281,0.0,0,12,7,1,0,1,peter.schulz@outlook.com,normal
2.6464,2.1281,0.0,0,10,7,1,0,1,ali.hassan@outlook.com,normal
3.1219,1.585,0.0,0,10,3,1,0,1,john.smith@web.de,normal
2.9183,2.3219,0.0,0,12,5,1,0,1,anna.mueller@gmail.com,normal
3.7736,2.75,0.1333,0,15,8,0,0,1,thomas.wagner98@t-online.de,normal
3.4183,2.8074,0.0,0,12,7,1,0,1,peter.schulz@hotmail.com,normal
3.3927,2.3219,0.0,0,13,5,1,0,1,laura.fischer@gmail.com,normal
3.4183,2.1281,0.0,0,12,7,1,0,1,peter.schulz@outlook.com,normal
3.027,1.585,0.0,0,13,3,1,0,1,pierre.martin@web.de,normal
3.0221,2.75,0.0,0,12,8,0,0,1,nguyen.thanh@t-online.de,normal
3.1887,2.585,0.0,0,12,6,1,0,1,stefan.weber@icloud.com,normal
2.6464,2.8074,0.0,0,10,7,1,0,1,ali.hassan@hotmail.com,normal
3.3927,2.75,0.0,0,13,8,0,0,1,laura.fischer@t-online.de,normal
3.027,3.1219,0.0,0,13,10,1,0,1,pierre.martin@protonmail.com,normal
3.1887,2.8074,0.0,0,12,7,1,0,1,stefan.weber@hotmail.com,normal
3.1887,1.585,0.0,0,12,3,1,0,1,stefan.weber@web.de,normal
3.4528,2.585,0.125,0,16,6,1,0,1,max.mustermann71@icloud.com,normal
3.6402,1.585,0.1333,0,15,3,1,0,1,laura.fischer43@web.de,normal
3.0221,1.585,0.0,0,12,3,1,0,1,nguyen.thanh@web.de,normal
3.027,2.8074,0.0,0,13,7,1,0,1,pierre.martin@hotmail.com,normal
3.375,3.1219,0.0,0,16,10,1,0,1,michael.hoffmann@protonmail.com,normal
2.5216,3.1219,0.0,0,7,10,1,0,0,support@protonmail.com,normal
3.1219,2.8074,0.0,0,10,7,1,0,1,lisa.meyer@hotmail.com,normal
3.4183,3.1219,0.1667,0,12,10,1,0,1,lisa.meyer70@protonmail.com,normal
3.1219,2.75,0.0,0,10,8,0,0,1,lisa.meyer@t-online.de,normal
2.5216,2.75,0.0,0,7,8,0,0,0,support@t-online.de,normal
2.9183,2.1281,0.0,0,12,7,1,0,1,anna.mueller@outlook.com,normal
2.5216,2.585,0.1429,0,7,6,1,0,0,office1@icloud.com,normal
3.182,1.585,0.0,0,14,3,1,0,1,max.mustermann@web.de,normal
3.5466,2.3219,0.0,0,13,5,1,0,1,thomas.wagner@gmail.com,normal
3.4183,2.8074,0.0,0,12,7,1,0,1,peter.schulz@hotmail.com,normal
2.9183,3.1219,0.0,0,12,10,1,0,1,anna.mueller@protonmail.com,normal
2.2516,2.3219,0.0,0,6,5,1,0,0,office@gmail.com,normal
3.1219,2.3219,0.0,0,10,5,1,0,1,john.smith@gmail.com,normal
3.3736,1.585,0.0,0,15,3,1,0,1,martin.freimuth@gmx.de,normal
3.1219,2.3219,0.0,0,10,5,1,0,1,john.smith@gmail.com,normal
2.585,2.585,0.0,0,12,6,1,0,1,maria.garcia@icloud.com,normal
3.4183,2.75,0.1667,0,12,8,0,0,1,lisa.meyer13@t-online.de,normal
3.182,2.75,0.0,0,14,8,0,0,1,max.mustermann@t-online.de,normal
3.375,1.585,0.0,0,16,3,1,0,1,michael.hoffmann@gmx.de,normal
3.3249,3.1219,0.1429,0,14,10,1,0,1,nguyen.thanh52@protonmail.com,normal
2.0,1.585,0.0,0,4,3,1,0,0,info@web.de,normal
3.3927,2.1281,0.0,0,13,7,1,0,1,laura.fischer@outlook.com,normal
2.5216,2.3219,0.0,0,7,5,1,0,0,support@gmail.com,normal
3.5466,2.585,0.0,0,13,6,1,0,1,thomas.wagner@icloud.com,normal
3.1219,2.3219,0.0,0,10,5,1,0,1,john.smith@gmail.com,normal
2.5216,2.585,0.2857,0,7,6,1,0,0,hello64@icloud.com,normal
2.5216,2.1281,0.0,0,7,7,1,0,0,support@outlook.com,normal
2.585,1.585,0.0,0,12,3,1,0,1,maria.garcia@web.de,normal
3.4183,3.1219,0.0,0,12,10,1,0,1,peter.schulz@protonmail.com,normal
3.6144,1.585,0.1111,0,18,3,1,0,1,michael.hoffmann10@gmx.de,normal
3.1219,2.3219,0.0,0,10,5,1,0,1,john.smith@gmail.com,normal
3.1219,2.8074,0.0,0,10,7,1,0,1,lisa.meyer@hotmail.com,normal
2.585,2.75,0.0,0,6,8,0,1,0,njzetk@py8vyif6.win,spam
3.4594,2.5216,0.1818,0,11,7,0,1,0,dg1oevzubr2@ow9y1ly.biz,spam
2.9219,2.0,0.0,0,10,4,0,1,0,pefrjyjyux@fat2.info,spam
3.1219,2.0,0.6,0,10,4,0,1,0,gifl129960@bfw9.biz,spam
3.0272,1.9219,0.2727,0,11,5,0,1,0,yas0yf9p7ky@irtr5.xyz,spam
2.8074,2.585,0.4286,0,7,6,0,1,0,k1r0t4e@qp5m3g.xyz,spam
2.8464,2.2516,0.2,0,10,6,0,1,0,azvyv2v1it@m4ulzu.info,spam
3.7004,3.1699,0.2308,0,13,9,0,1,0,puyrzxhm8l9b3@n2se05itp.info,spam
3.0,3.1219,0.625,0,8,10,0,1,0,1ye24z86@08cx8fgpwk.win,spam
2.2516,2.2516,0.1667,0,6,6,0,1,0,zv1gag@o679o2.info,spam
3.4183,2.585,0.3333,0,12,6,0,1,0,36jwb4gs0fhj@tv3n74.info,spam
3.3927,2.75,0.1538,0,13,8,0,1,0,g22uetchbvgkp@l9kv913o.click,spam
2.75,1.5,0.375,0,8,4,0,1,0,l1zbm21y@nnre.top,spam
2.8074,2.585,0.2857,0,7,6,0,1,0,8lxum3h@57uyzh.info,spam
2.914,2.2516,0.0909,0,11,6,0,1,0,3ltfiuhpthl@j6y0iy.click,spam
2.75,2.3219,0.5,0,8,5,0,1,0,58l9k5si@u2dwa.click,spam
2.5,3.1699,0.75,0,8,9,0,1,0,my965050@25kfboscr.xyz,spam
3.5216,3.0,0.5,0,14,8,0,1,0,sk3596hhr8x8c2@n1gptc2q.info,spam
2.8074,2.5,0.2857,0,7,8,0,1,0,2hpnw1k@inndw8r8.xyz,spam
2.6635,2.3219,0.1818,0,11,5,0,1,0,ssr6gi0drii@jupz5.xyz,spam
3.3219,2.8074,0.4,0,10,7,0,1,0,0y2efz6rx3@uaf3we8.click,spam
3.1699,3.0,0.3333,0,9,8,0,1,0,1n5rusv9i@5vdcg3bh.xyz,spam
3.3927,3.1699,0.1538,0,13,9,0,1,0,3a1mitkrfxqfx@kdzto1fga.xyz,spam
3.2389,1.9219,0.3077,0,13,5,0,1,0,eio72aavh1i4e@yfggu.info,spam
3.1219,2.9477,0.2,0,10,9,0,1,0,iyije7ak2w@nj02nfgih.top,spam
3.4183,2.3219,0.1667,0,12,5,0,1,0,w1uiprfp9sbt@76mzs.win,spam
1.9183,2.9477,0.3333,0,6,9,0,1,0,p5yhp5@e7axuiy0x.top,spam
2.75,1.5,0.125,0,8,4,0,1,0,4ebeaqnc@z6s6.click,spam
2.8554,2.75,0.25,0,12,8,0,1,0,zf88jrftf6nj@uzet1pdp.biz,spam
3.2516,3.0,0.1667,0,12,8,0,1,0,h3dtlhaiak5w@7qkxirhb.info,spam
3.2516,2.585,0.4167,0,12,6,0,1,0,r7eqe536xd5k@kqgho6.biz,spam
2.585,2.3219,0.1667,0,6,5,0,1,0,apc4xy@lc90o.info,spam
3.1699,2.3219,0.2222,0,9,5,0,1,0,0urexh6dl@7cze3.info,spam
3.3219,2.8074,0.2,0,10,7,0,1,0,uf93axmstp@x5m8pja.click,spam
2.2516,3.3219,0.1667,0,6,10,0,1,0,o8wava@ytgn7p05dj.win,spam
3.1219,2.3219,0.4,0,10,5,0,1,0,fco70x3fg6@zed1i.xyz,spam
2.8464,1.9219,0.1,0,10,5,0,1,0,quzuu2roem@gjgk2.click,spam
3.2776,2.3219,0.3636,0,11,5,0,1,0,0h8wn2t3qhf@tcnuj.biz,spam
2.9477,2.9219,0.1111,0,9,10,0,1,0,wz6dtqlbz@299pg3giha.biz,spam
2.9477,2.3219,0.0,0,9,5,0,1,0,imzxfqebe@2ifvh.biz,spam
3.3927,2.585,0.2308,0,13,6,0,1,0,dk1z5by1lwnlr@2jcps5.click,spam
3.6645,2.8074,0.2857,0,14,7,0,1,0,4dfryi0m7p8byw@85w6uyr.xyz,spam
2.585,2.75,0.1667,0,6,8,0,1,0,uobrd4@wokgppr8.win,spam
2.2516,2.75,0.0,0,6,8,0,1,0,oywllp@uwbwjm58.info,spam
2.75,2.5216,0.25,0,8,7,0,1,0,5cfdoob7@avmivlu.biz,spam
2.2516,2.585,0.1667,0,6,6,0,1,0,jjh7xe@zgvtui.xyz,spam
3.1887,3.1699,0.1667,0,12,9,0,1,0,5ul9wolytsil@azcluog5j.info,spam
2.8074,2.0,0.1429,0,7,4,0,1,0,pwukfv2@qnpe.info,spam
2.9219,2.585,0.4,0,10,6,0,1,0,gady20k05y@8yg4ok.click,spam
2.8074,2.2516,0.0,0,7,6,0,1,0,csbuqge@kyke9f.info,spam
3.3927,2.585,0.3846,0,13,6,0,1,0,b1k1kdgvnm098@stpgdz.top,spam
3.8074,2.9477,0.2143,0,14,9,0,1,0,5jdxa1fs4mgbnk@sf4htz45q.biz,spam
3.0931,3.0,0.2143,0,14,8,0,1,0,ylxyxl2cq23qor@djgfw80o.top,spam
2.585,2.8074,0.6667,0,6,7,0,1,0,y7084p@tfzc67j.biz,spam
3.3927,2.9477,0.1538,0,13,9,0,1,0,lknmic1f1mjqu@efy9z9ur7.click,spam
1.9183,2.4056,0.5,0,6,8,0,1,0,70h0jj@gggs8w0q.click,spam
3.027,2.2516,0.1538,0,13,6,0,1,0,4clrzjzczvpd4@xbvttr.click,spam
2.8074,3.0,0.2857,0,7,8,0,1,0,oit2ur0@fm2n057x.biz,spam
3.6645,2.5216,0.1429,0,14,7,0,1,0,ket6zi7blmmdpc@dxmrx36.click,spam
2.8074,2.75,0.4286,0,7,8,0,1,0,bpx52l4@9wwkqfsb.click,spam
1.9183,2.9477,0.0,0,6,9,0,1,0,knoonr@06ba4ilao.info,spam
3.1219,3.1219,0.4,0,10,10,0,1,0,r1yw3qn3t7@zga6x9stg4.biz,spam
3.2776,3.1699,0.0909,0,11,9,0,1,0,rurqtmj7pdz@uib5sq0zy.win,spam
2.585,3.0,0.3333,0,6,8,0,1,0,mvo84w@tk9lsg4i.win,spam
2.9219,2.585,0.2,0,10,6,0,1,0,9lvfowot0v@qs3h4d.win,spam
2.8074,2.8074,0.4286,0,7,7,0,1,0,4m6hy7t@djimv03.xyz,spam
3.2776,2.6464,0.1818,0,11,10,0,1,0,lf5vluda2rn@kk5fi11z14.click,spam
2.585,3.3219,0.1667,0,6,10,0,1,0,c8mxau@7mbapowtig.click,spam
3.3788,2.2516,0.3571,0,14,6,0,1,0,tkects377v1iv5@mkzboo.win,spam
3.0,2.6416,0.125,0,8,9,0,1,0,nb6khxcy@q8ddgbdh0.click,spam
3.585,2.5,0.3333,0,12,8,0,1,0,h9q4jnat0g7r@i0g6hshg.click,spam
2.9477,2.75,0.2222,0,9,8,0,1,0,mq7mw0skc@5n4vpaaf.biz,spam
3.2389,3.1219,0.2308,0,13,10,0,1,0,jf6egqo3sq3dg@lcsxu1hgca.xyz,spam
2.75,1.5,0.125,0,8,4,0,1,0,vw2rfxvl@zz3r.click,spam
3.3927,3.0,0.3077,0,13,8,0,1,0,0khidkg042lyw@bi45h02c.biz,spam
2.8464,2.8074,0.4,0,10,7,0,1,0,ua7ov77g1p@wyj9dak.top,spam
3.5466,2.2359,0.3077,0,13,7,0,1,0,5ke5upvrd6o9y@pf322f5.click,spam
3.2776,3.1219,0.3636,0,11,10,0,1,0,h5bgz0c99af@t69n3vxdo3.info,spam
3.5216,2.0,0.2857,0,14,4,0,1,0,4x2hgoavws97xg@k5i0.biz,spam
2.8464,2.0,0.2,0,10,4,0,1,0,mmhzn3mvg0@h236.xyz,spam
3.5466,3.0,0.3846,0,13,8,0,1,0,a7d9146lligyu@y0przvs2.xyz,spam
2.75,2.3219,0.5,0,8,5,0,1,0,06t9u9nm@swil6.top,spam
3.4594,1.5,0.5455,0,11,4,0,1,0,hw9408s1a7g@yjdd.xyz,spam
3.1219,3.1219,0.1,0,10,10,0,1,0,ksqjdsn8cw@2g9o9yp6sd.click,spam
3.4183,2.8464,0.3333,0,12,10,0,1,0,0u9daqm2ox8m@ms2lell6hy.biz,spam
3.2516,2.585,0.1667,0,12,6,0,1,0,r9qikqav3jcj@dt59we.win,spam
3.0958,2.0,0.5455,0,11,4,0,1,0,7ol7e6k088z@wonv.info,spam
3.2776,1.5,0.3636,0,11,4,0,1,0,sn749ahw2pp@uyhy.info,spam
3.3249,1.5,0.4286,0,14,4,0,1,0,sb7x6625csmu6f@k88a.win,spam
1.8424,2.9477,0.4286,0,7,9,0,1,0,nn1gn81@ejb3vcfed.xyz,spam
3.3219,2.0,0.4,0,10,4,0,1,0,9eoq0y2z1u@yh8a.win,spam
2.8074,3.0,0.1429,0,7,8,0,1,0,cew6gst@fs2yzb4k.top,spam
3.1699,3.1219,0.2222,0,9,10,0,1,0,iz8sjtxa9@9jhcaz89ft.xyz,spam
3.2776,2.7255,0.1818,0,11,9,0,1,0,n06jkloqmhl@d939eseqg.xyz,spam
3.5466,2.9477,0.1538,0,13,9,0,1,0,vwipgsemu52vt@jxu1kaupo.win,spam
3.585,2.3219,0.4167,0,12,5,0,1,0,rxiv432wt59g@fri8m.info,spam
2.5216,2.75,0.1429,0,7,8,0,1,0,eb6bznc@q884jxzo.top,spam
2.8464,3.1219,0.4,0,10,10,0,1,0,i366fzx6ap@k6i2klj4wc.xyz,spam
3.2389,2.0,0.2308,0,13,4,0,1,0,oeqxocn7xy43c@ug7r.win,spam
2.8464,2.75,0.2,0,10,8,0,1,0,8lyyxe7qyo@zww54a6i.click,spam
