email,label,local_entropy,domain_entropy,digit_ratio,special_chars,local_length,domain_length,is_trusted_domain,is_suspicious_tld,has_dot,has_underscore,shortest_part,longest_part
zawadicolombo@example.co.jp,normal,3.1808,2.5216,0.0,0,13,7,1,0,0,0,13,13
alexeiotieno@example.co.za,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,0,12,12
aureliechavez2002@test.com,normal,3.4548,1.5,0.2353,0,17,4,1,0,0,0,17,17
willem_diaz@example.co.jp,normal,3.0958,2.5216,0.0,0,11,7,1,0,0,1,11,11
priyaokafor@example.fr,normal,2.914,2.5216,0.0,0,11,7,1,0,0,0,11,11
giulia.bakker2005@example.ru,normal,3.6169,2.5216,0.2353,0,17,7,1,0,1,0,6,10
5n3ksg@226par.online,spam,2.585,2.2516,0.3333,0,6,6,0,1,0,0,6,6
adaezenowak@example.co.uk,normal,2.8454,2.5216,0.0,0,11,7,1,0,0,0,11,11
giuseppeferrari@example.co.uk,normal,3.0062,2.5216,0.0,0,15,7,1,0,0,0,15,15
luca.fouad@example.co.jp,normal,2.9219,2.5216,0.0,0,10,7,1,0,1,0,4,5
rahulchen@example.es,normal,2.9477,2.5216,0.0,0,9,7,1,0,0,0,9,9
mwangi.petit@example.net,normal,3.2516,2.5216,0.0,0,12,7,1,0,1,0,5,6
michaelweber@example.co.uk,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,0,12,12
priya_smirnov@example.co.jp,normal,3.3927,2.5216,0.0,0,13,7,1,0,0,1,13,13
svende_jong@example.co.jp,normal,3.0958,2.5216,0.0,0,11,7,1,0,0,1,11,11
jennifersimon@example.com,normal,3.027,2.5216,0.0,0,13,7,1,0,0,0,13,13
njoroge.arslan@example.com,normal,3.2359,2.5216,0.0,0,14,7,1,0,1,0,6,7
rizkivan_den_berg@example.com.au,normal,3.4992,2.5216,0.0,0,17,7,1,0,0,1,17,17
priya_wijaya1978@example.co.jp,normal,3.4528,2.5216,0.25,0,16,7,1,0,0,1,16,16
anitaali2001@example.com.au,normal,2.8554,2.5216,0.3333,0,12,7,1,0,0,0,12,12
qbsxlul6lg@t1yjfe.site,spam,2.8464,2.585,0.1,0,10,6,0,1,0,0,10,10
ivan_martin@example.co.uk,normal,2.914,2.5216,0.0,0,11,7,1,0,0,1,11,11
astriddiallo1970@example.es,normal,3.5,2.5216,0.25,0,16,7,1,0,0,0,16,16
anita.bruno@example.co.uk,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,5,5
diego.karim@example.net,normal,3.2776,2.5216,0.0,0,11,7,1,0,1,0,5,5
roberto_bernard1999@example.pl,normal,3.2608,2.5216,0.2105,0,19,7,1,0,0,1,19,19
ldqlov@31nrxd356.biz,spam,2.2516,2.9477,0.0,0,6,9,0,1,0,0,6,6
katharina_gupta@example.org,normal,3.2402,2.5216,0.0,0,15,7,1,0,0,1,15,15
sigrid_hansen@example.co.uk,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,1,13,13
ahmedfischer@test.com,normal,3.2516,1.5,0.0,0,12,4,1,0,0,0,12,12
be17bc9a059c@f7pchcbn9w.online,spam,3.085,3.1219,0.5,0,12,10,0,1,0,0,12,12
carlos.williams@example.co.za,normal,3.1899,2.5216,0.0,0,15,7,1,0,1,0,6,8
carlosmensah1974@test.com,normal,3.75,1.5,0.25,0,16,4,1,0,0,0,16,16
kavita_kariuki@example.de,normal,2.7885,2.5216,0.0,0,14,7,1,0,0,1,14,14
haticearslan@example.com,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,0,12,12
eriktanaka@test.com,normal,2.6464,1.5,0.0,0,10,4,1,0,0,0,10,10
anna_reyes1982@example.com.au,normal,3.3788,2.5216,0.2857,0,14,7,1,0,0,1,14,14
pierremutua@example.fr,normal,2.914,2.5216,0.0,0,11,7,1,0,0,0,11,11
ingrid_jesus@example.com.au,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,1,12,12
rahul.petrov@example.org,normal,3.4183,2.5216,0.0,0,12,7,1,0,1,0,5,6
olgagonzalez2004@example.org,normal,3.25,2.5216,0.25,0,16,7,1,0,0,0,16,16
elenahoffmann@test.com,normal,2.8731,1.5,0.0,0,13,4,1,0,0,0,13,13
hatice.kariuki2001@example.com.br,normal,3.5724,2.5216,0.2222,0,18,7,1,0,1,0,6,11
iris.ndungu@example.ru,normal,2.914,2.5216,0.0,0,11,7,1,0,1,0,4,6
eavt8k06moxsf@wjeyu.biz,spam,3.7004,2.3219,0.2308,0,13,5,0,1,0,0,13,13
olga.hansen@example.co.jp,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,4,6
maria.romero@example.co.jp,normal,2.6887,2.5216,0.0,0,12,7,1,0,1,0,5,6
wei.eriksson@example.com.br,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,3,8
nour_eze@example.net,normal,2.75,2.5216,0.0,0,8,7,1,0,0,1,8,8
luca_ozturk@example.co.za,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
giuseppe.jimenez@example.ru,normal,3.25,2.5216,0.0,0,16,7,1,0,1,0,7,8
LtG9viIGNEl@ikgeq20h.site,spam,3.2776,3.0,0.0909,0,11,8,0,1,0,0,11,11
njoroge.weber@example.it,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,5,7
mwangi_berg@example.es,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
robertwilliams@example.de,normal,3.3788,2.5216,0.0,0,14,7,1,0,0,0,14,14
antonionilsson@example.fr,normal,2.6106,2.5216,0.0,0,14,7,1,0,0,0,14,14
cer@g1ved32lx2.online,spam,1.585,3.1219,0.0,0,3,10,0,1,0,0,3,3
wanjiru_njeru@example.de,normal,3.0851,2.5216,0.0,0,13,7,1,0,0,1,13,13
erik_traore@example.co.jp,normal,2.8454,2.5216,0.0,0,11,7,1,0,0,1,11,11
ahmadrusso@example.org,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
daniela_becker@example.co.jp,normal,3.3249,2.5216,0.0,0,14,7,1,0,0,1,14,14
agnieszka.toure@example.es,normal,3.6402,2.5216,0.0,0,15,7,1,0,1,0,5,9
ricardo.otieno@example.pl,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,6,7
solveig_szymanski@example.pl,normal,3.6901,2.5216,0.0,0,17,7,1,0,0,1,17,17
rizki.nguyen@example.com.br,normal,3.2516,2.5216,0.0,0,12,7,1,0,1,0,5,6
pierre.tran@example.co.jp,normal,2.8454,2.5216,0.0,0,11,7,1,0,1,0,4,6
anna_lindqvist@example.com.br,normal,3.182,2.5216,0.0,0,14,7,1,0,0,1,14,14
aisha_schneider@example.co.za,normal,3.2402,2.5216,0.0,0,15,7,1,0,0,1,15,15
sakura_kaya@example.co.uk,normal,2.5503,2.5216,0.0,0,11,7,1,0,0,1,11,11
astridbakker1997@example.co.za,normal,3.5,2.5216,0.25,0,16,7,1,0,0,0,16,16
pedrodiallo@example.ru,normal,2.914,2.5216,0.0,0,11,7,1,0,0,0,11,11
pierrenguyen@example.de,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,0,12,12
dirkasante@example.fr,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,0,10,10
alijoshi1971@example.org,normal,3.2516,2.5216,0.3333,0,12,7,1,0,0,0,12,12
isabel.kusuma@example.com.au,normal,3.2389,2.5216,0.0,0,13,7,1,0,1,0,6,6
minhlaurent2005@example.ru,normal,3.6402,2.5216,0.2667,0,15,7,1,0,0,0,15,15
wei.liu@example.co.uk,normal,2.5216,2.5216,0.0,0,7,7,1,0,1,0,3,3
aishavan_den_berg1998@example.net,normal,3.7849,2.5216,0.1905,0,21,7,1,0,0,1,21,21
svetlana.moreau@example.org,normal,3.4566,2.5216,0.0,0,15,7,1,0,1,0,6,8
miguelhassan@example.com.au,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,0,12,12
mehmet.li@example.net,normal,2.7255,2.5216,0.0,0,9,7,1,0,1,0,2,6
freya.hoffmann@example.fr,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,5,8
dmitri_eze@example.co.jp,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,1,10,10
andreasantoso@example.com,normal,2.8731,2.5216,0.0,0,13,7,1,0,0,0,13,13
michael_perez@example.net,normal,3.3347,2.5216,0.0,0,13,7,1,0,0,1,13,13
aishade_vries2002@example.com,normal,3.3816,2.5216,0.2353,0,17,7,1,0,0,1,17,17
rahul_smirnov1998@test.com,normal,3.8522,1.5,0.2353,0,17,4,1,0,0,1,17,17
mwangi_johansson@example.com.br,normal,3.3278,2.5216,0.0,0,16,7,1,0,0,1,16,16
meisingh@test.com,normal,2.75,1.5,0.0,0,8,4,1,0,0,0,8,8
sabine_fouad@example.org,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
erik_mendoza@example.de,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
giovannilopez@example.it,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,0,13,13
chidiasante1998@example.org,normal,3.5069,2.5216,0.2667,0,15,7,1,0,0,0,15,15
fatmasmith@example.co.za,normal,2.7219,2.5216,0.0,0,10,7,1,0,0,0,10,10
marco_shah@example.co.za,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,1,10,10
miguelkozlov@example.com.au,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,0,12,12
julia_lindqvist@example.com.br,normal,3.4566,2.5216,0.0,0,15,7,1,0,0,1,15,15
i9ha@gnxb5jtb.biz,spam,2.0,2.75,0.25,0,4,8,0,1,0,0,4,4
patricia.gallo@example.it,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,5,8
fatmalewandowski@example.ru,normal,3.5778,2.5216,0.0,0,16,7,1,0,0,0,16,16
ana.toure@example.ru,normal,2.9477,2.5216,0.0,0,9,7,1,0,1,0,3,5
valerianovikov@test.com,normal,3.0391,1.5,0.0,0,14,4,1,0,0,0,14,14
vikramwang@example.pl,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,0,10,10
mariasmit1992@example.com,normal,3.0851,2.5216,0.3077,0,13,7,1,0,0,0,13,13
nguyenzielinski@example.it,normal,3.1396,2.5216,0.0,0,15,7,1,0,0,0,15,15
amit.richard1979@example.com.au,normal,3.5,2.5216,0.25,0,16,7,1,0,1,0,4,11
carlos_smirnov1993@example.co.za,normal,3.7255,2.5216,0.2222,0,18,7,1,0,0,1,18,18
jessica.singh@example.fr,normal,3.1808,2.5216,0.0,0,13,7,1,0,1,0,5,7
mustafa.mendoza@example.co.uk,normal,3.4566,2.5216,0.0,0,15,7,1,0,1,0,7,7
olgaasante@example.pl,normal,2.8464,2.5216,0.0,0,10,7,1,0,0,0,10,10
kofi_taylor@example.co.uk,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
lucapark@example.com.au,normal,2.75,2.5216,0.0,0,8,7,1,0,0,0,8,8
ahmedchen@example.co.jp,normal,2.7255,2.5216,0.0,0,9,7,1,0,0,0,9,9
giovanni_jesus@example.pl,normal,3.3788,2.5216,0.0,0,14,7,1,0,0,1,14,14
0ui2@zybno2y8b0.top,spam,2.0,2.9219,0.5,0,4,10,0,1,0,0,4,4
amina_diaz@example.co.jp,normal,2.6464,2.5216,0.0,0,10,7,1,0,0,1,10,10
robert.turk@example.ru,normal,2.8454,2.5216,0.0,0,11,7,1,0,1,0,4,6
muw@xyjc.win,spam,1.585,2.0,0.0,0,3,4,0,1,0,0,3,3
haticekarlsson@example.fr,normal,3.5216,2.5216,0.0,0,14,7,1,0,0,0,14,14
mei.kaminski@example.co.uk,normal,2.8554,2.5216,0.0,0,12,7,1,0,1,0,3,8
svenschneider@example.es,normal,3.027,2.5216,0.0,0,13,7,1,0,0,0,13,13
amandarodrigues@example.pl,normal,3.3232,2.5216,0.0,0,15,7,1,0,0,0,15,15
nguyen_tanaka@example.pl,normal,2.9689,2.5216,0.0,0,13,7,1,0,0,1,13,13
jiwon_park@example.pl,normal,3.3219,2.5216,0.0,0,10,7,1,0,0,1,10,10
dirkflores@example.org,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,0,10,10
mehmet.kaminski@example.net,normal,3.1899,2.5216,0.0,0,15,7,1,0,1,0,6,8
xtv76@9ln1p0vu.top,spam,2.3219,3.0,0.4,0,5,8,0,1,0,0,5,5
amara.yilmaz@example.pl,normal,2.7516,2.5216,0.0,0,12,7,1,0,1,0,5,6
aurelie.wagner@example.co.jp,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,6,7
maryam.nasser@example.com.br,normal,2.8731,2.5216,0.0,0,13,7,1,0,1,0,6,6
wati_li@example.org,normal,2.5216,2.5216,0.0,0,7,7,1,0,0,1,7,7
aisha.traore@example.org,normal,3.0221,2.5216,0.0,0,12,7,1,0,1,0,5,6
eko_mwangi@example.ru,normal,3.3219,2.5216,0.0,0,10,7,1,0,0,1,10,10
ahmet.ozturk@example.it,normal,3.4183,2.5216,0.0,0,12,7,1,0,1,0,5,6
andreas_wijaya@example.it,normal,3.2359,2.5216,0.0,0,14,7,1,0,0,1,14,14
noureze@example.ru,normal,2.5216,2.5216,0.0,0,7,7,1,0,0,0,7,7
deepahassan@example.ru,normal,2.6635,2.5216,0.0,0,11,7,1,0,0,0,11,11
kofi.kowalski@example.pl,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,4,8
zeynep.coulibaly@example.ru,normal,3.625,2.5216,0.0,0,16,7,1,0,1,0,6,9
8wzjH4QDoafgJ@fds0dji.win,spam,3.7004,2.5216,0.1538,0,13,7,0,1,0,0,13,13
yuki_park1999@example.com,normal,3.1808,2.5216,0.3077,0,13,7,1,0,0,1,13,13
bjorntorres@example.fr,normal,2.8454,2.5216,0.0,0,11,7,1,0,0,0,11,11
zawadiflores@example.it,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,0,12,12
ahmedtanaka1978@example.de,normal,3.3736,2.5216,0.2667,0,15,7,1,0,0,0,15,15
sakura.visser@example.fr,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,6,6
melissataylor2000@example.com,normal,3.4548,2.5216,0.2353,0,17,7,1,0,0,0,17,17
jessicaliu@example.pl,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
rehema.hassan@example.org,normal,2.8731,2.5216,0.0,0,13,7,1,0,1,0,6,6
pooja_yilmaz@example.it,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,1,12,12
kamaumueller@example.co.uk,normal,2.7516,2.5216,0.0,0,12,7,1,0,0,0,12,12
antonio.mwangi@example.co.za,normal,3.0391,2.5216,0.0,0,14,7,1,0,1,0,6,7
miguelmorozov@example.com.au,normal,3.1808,2.5216,0.0,0,13,7,1,0,0,0,13,13
hyun.zielinski1972@test.com,normal,3.7947,1.5,0.2222,0,18,4,1,0,1,0,4,13
katharina_bernard@example.de,normal,3.2195,2.5216,0.0,0,17,7,1,0,0,1,17,17
eko_silva@example.ru,normal,3.1699,2.5216,0.0,0,9,7,1,0,0,1,9,9
mikhail.williams1984@example.co.uk,normal,3.4842,2.5216,0.2,0,20,7,1,0,1,0,7,12
pieter.greco@example.co.za,normal,3.0221,2.5216,0.0,0,12,7,1,0,1,0,5,6
alejandro.romero@example.net,normal,3.1556,2.5216,0.0,0,16,7,1,0,1,0,6,9
hassannilsson@example.fr,normal,2.5654,2.5216,0.0,0,13,7,1,0,0,0,13,13
1fkold@c4e5hrdu4.info,spam,2.585,2.9477,0.1667,0,6,9,0,1,0,0,6,6
anne.putri1989@example.de,normal,3.5216,2.5216,0.2857,0,14,7,1,0,1,0,4,9
omar_pereira@example.org,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,1,12,12
aminalebedev1999@example.ru,normal,3.2806,2.5216,0.25,0,16,7,1,0,0,0,16,16
javier.chopra@example.fr,normal,3.3927,2.5216,0.0,0,13,7,1,0,1,0,6,6
alejandro.ndungu@example.co.jp,normal,3.3278,2.5216,0.0,0,16,7,1,0,1,0,6,9
siti_putri@example.ru,normal,2.6464,2.5216,0.0,0,10,7,1,0,0,1,10,10
hiroshi.braun@example.com.br,normal,3.2389,2.5216,0.0,0,13,7,1,0,1,0,5,7
stefanbakker2004@example.com.au,normal,3.5,2.5216,0.25,0,16,7,1,0,0,0,16,16
wati.wijaya@example.de,normal,2.6635,2.5216,0.0,0,11,7,1,0,1,0,4,6
kofi.morales@example.de,normal,3.4183,2.5216,0.0,0,12,7,1,0,1,0,4,7
ekocolombo@test.com,normal,2.5219,1.5,0.0,0,10,4,1,0,0,0,10,10
njoroge_gonzalez@example.es,normal,3.2028,2.5216,0.0,0,16,7,1,0,0,1,16,16
ricardoarslan@example.co.uk,normal,2.9689,2.5216,0.0,0,13,7,1,0,0,0,13,13
carlos.colombo@example.de,normal,2.9502,2.5216,0.0,0,14,7,1,0,1,0,6,7
danielamiller@example.es,normal,2.8731,2.5216,0.0,0,13,7,1,0,0,0,13,13
robertohussein@test.com,normal,3.2359,1.5,0.0,0,14,4,1,0,0,0,14,14
aisha_greco@example.org,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
luciazielinski@example.it,normal,3.0931,2.5216,0.0,0,14,7,1,0,0,0,14,14
lucia.ricci@example.it,normal,2.5949,2.5216,0.0,0,11,7,1,0,1,0,5,5
ashleychen@example.it,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
kipchoge.mutua@example.pl,normal,3.6645,2.5216,0.0,0,14,7,1,0,1,0,5,8
marco.kusuma1976@example.pl,normal,3.625,2.5216,0.25,0,16,7,1,0,1,0,5,10
melissa_olsen@example.es,normal,3.027,2.5216,0.0,0,13,7,1,0,0,1,13,13
mohammed.marino@example.co.uk,normal,3.1069,2.5216,0.0,0,15,7,1,0,1,0,6,8
katarzyna.schmidt@example.com,normal,3.6901,2.5216,0.0,0,17,7,1,0,1,0,7,9
sunita.bakker1999@example.com,normal,3.5725,2.5216,0.2353,0,17,7,1,0,1,0,6,10
lucasmirnov@example.co.uk,normal,3.4594,2.5216,0.0,0,11,7,1,0,0,0,11,11
sq3@5it9.biz,spam,1.585,2.0,0.3333,0,3,4,0,1,0,0,3,3
basgonzalez2001@example.de,normal,3.5069,2.5216,0.2667,0,15,7,1,0,0,0,15,15
william.kowalczyk@example.de,normal,3.3372,2.5216,0.0,0,17,7,1,0,1,0,7,9
zeynep_visser@example.org,normal,3.1808,2.5216,0.0,0,13,7,1,0,0,1,13,13
y8nbiquwrxze1hm38@tnd6r3.work,spam,3.9698,2.585,0.2353,0,17,6,0,1,0,0,17,17
jessica.eze1970@example.ru,normal,3.4566,2.5216,0.2667,0,15,7,1,0,1,0,7,7
zainab.yilmaz@example.co.jp,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,6,6
vladimir_laurent@example.pl,normal,3.5,2.5216,0.0,0,16,7,1,0,0,1,16,16
amandalewandowski2003@example.de,normal,3.6304,2.5216,0.1905,0,21,7,1,0,0,0,21,21
alessia.gitau@example.net,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,5,7
luis.van_den_berg1996@example.ru,normal,4.0114,2.5216,0.1905,0,21,7,1,0,1,1,4,16
omar_asante@example.it,normal,3.0272,2.5216,0.0,0,11,7,1,0,0,1,11,11
william_reyes@example.net,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,1,13,13
watirahman@example.co.jp,normal,2.8464,2.5216,0.0,0,10,7,1,0,0,0,10,10
nour.miller@example.es,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,4,6
pierre.simon@example.com.br,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,5,6
katarzyna_mutua@example.it,normal,3.1069,2.5216,0.0,0,15,7,1,0,0,1,15,15
rafael.durand@example.de,normal,3.027,2.5216,0.0,0,13,7,1,0,1,0,6,6
maryam.novikov1997@example.fr,normal,3.6144,2.5216,0.2222,0,18,7,1,0,1,0,6,11
alikaya@example.co.jp,normal,2.1281,2.5216,0.0,0,7,7,1,0,0,0,7,7
mwangiturk@example.it,normal,3.3219,2.5216,0.0,0,10,7,1,0,0,0,10,10
wanjirurossi1997@example.co.za,normal,3.5,2.5216,0.25,0,16,7,1,0,0,0,16,16
kenjivan_den_berg@example.es,normal,3.4104,2.5216,0.0,0,17,7,1,0,0,1,17,17
natasha_taylor@example.com.br,normal,3.0931,2.5216,0.0,0,14,7,1,0,0,1,14,14
astridmulder@example.es,normal,3.2516,2.5216,0.0,0,12,7,1,0,0,0,12,12
javierkamau@example.com,normal,3.0272,2.5216,0.0,0,11,7,1,0,0,0,11,11
isabel_laurent@example.org,normal,3.3788,2.5216,0.0,0,14,7,1,0,0,1,14,14
antonio.jimenez@example.es,normal,3.1899,2.5216,0.0,0,15,7,1,0,1,0,7,7
lars.martins@example.it,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,4,7
vladimir.morozov@example.org,normal,3.2028,2.5216,0.0,0,16,7,1,0,1,0,7,8
alejandrademir@example.org,normal,3.0391,2.5216,0.0,0,14,7,1,0,0,0,14,14
k36m8jvh7ujod@smes.win,spam,3.5466,1.5,0.3077,0,13,4,0,1,0,0,13,13
amanda.de_vries@example.com.au,normal,3.3232,2.5216,0.0,0,15,7,1,0,1,1,6,8
minjunmansour1976@example.com.au,normal,3.5725,2.5216,0.2353,0,17,7,1,0,0,0,17,17
zeynep_kowalski1989@example.com,normal,3.9321,2.5216,0.2105,0,19,7,1,0,0,1,19,19
isabelle.diaz2000@example.co.uk,normal,3.3372,2.5216,0.2353,0,17,7,1,0,1,0,8,8
giuliawilliams@example.co.jp,normal,2.7534,2.5216,0.0,0,14,7,1,0,0,0,14,14
arjun_kusuma@example.es,normal,3.0221,2.5216,0.0,0,12,7,1,0,0,1,12,12
boris.williams@example.it,normal,3.182,2.5216,0.0,0,14,7,1,0,1,0,5,8
W6UGBk0hopUU@gdc5t.biz,spam,3.1887,2.3219,0.1667,0,12,5,0,1,0,0,12,12
jessica_becker@example.fr,normal,3.182,2.5216,0.0,0,14,7,1,0,0,1,14,14
robert_romero2002@example.net,normal,2.9842,2.5216,0.2353,0,17,7,1,0,0,1,17,17
iwznv0h0gq9c80ebkj@vjlzf.click,spam,3.9058,2.3219,0.2778,0,18,5,0,1,0,0,18,18
ahmet_mueller@example.net,normal,3.027,2.5216,0.0,0,13,7,1,0,0,1,13,13
zainab_rahman@example.co.jp,normal,2.9312,2.5216,0.0,0,13,7,1,0,0,1,13,13
alessia_santos1971@example.ru,normal,3.3502,2.5216,0.2222,0,18,7,1,0,0,1,18,18
lars.yildiz@example.de,normal,3.0958,2.5216,0.0,0,11,7,1,0,1,0,4,6
emmawagner@example.com,normal,2.7219,2.5216,0.0,0,10,7,1,0,0,0,10,10
françois_smirnov@test.com,normal,3.375,1.5,0.0,0,16,4,1,0,0,1,16,16
nicolasjanssen@test.com,normal,2.9852,1.5,0.0,0,14,4,1,0,0,0,14,14
svenjones@example.co.za,normal,2.5033,2.5216,0.0,0,9,7,1,0,0,0,9,9
rahul_lopez@example.com.br,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
sophie_mutua@example.fr,normal,3.4183,2.5216,0.0,0,12,7,1,0,0,1,12,12
sigridhansen@test.com,normal,3.085,1.5,0.0,0,12,4,1,0,0,0,12,12
diegotanaka@example.pl,normal,3.0272,2.5216,0.0,0,11,7,1,0,0,0,11,11
sigrid_popov@example.com,normal,3.085,2.5216,0.0,0,12,7,1,0,0,1,12,12
eduardoromero@example.fr,normal,2.6612,2.5216,0.0,0,13,7,1,0,0,0,13,13
wati_braun@example.pl,normal,3.1219,2.5216,0.0,0,10,7,1,0,0,1,10,10
aisha_otieno@example.it,normal,3.085,2.5216,0.0,0,12,7,1,0,0,1,12,12
anita.greco@example.fr,normal,3.2776,2.5216,0.0,0,11,7,1,0,1,0,5,5
emma_mensah@test.com,normal,2.6635,1.5,0.0,0,11,4,1,0,0,1,11,11
1elou83g47rrbe@w6tm2.work,spam,3.5216,2.3219,0.3571,0,14,5,0,1,0,0,14,14
siwg@u01uyzpd2.online,spam,2.0,2.9477,0.0,0,4,9,0,1,0,0,4,4
neas6y3vg6v5t@erev361xsn.biz,spam,3.3927,3.1219,0.3077,0,13,10,0,1,0,0,13,13
irina_mehta@example.co.za,normal,3.0958,2.5216,0.0,0,11,7,1,0,0,1,11,11
fatima.hoffmann@example.ru,normal,3.0062,2.5216,0.0,0,15,7,1,0,1,0,6,8
bjorn_ibrahim@example.com,normal,3.2389,2.5216,0.0,0,13,7,1,0,0,1,13,13
vladimirlindqvist@example.co.jp,normal,3.2639,2.5216,0.0,0,17,7,1,0,0,0,17,17
priya.karlsson1987@test.com,normal,3.8366,1.5,0.2222,0,18,4,1,0,1,0,5,12
john_schulz@example.net,normal,3.2776,2.5216,0.0,0,11,7,1,0,0,1,11,11
jankumar@example.pl,normal,2.75,2.5216,0.0,0,8,7,1,0,0,0,8,8
juliaferrari@example.pl,normal,2.8554,2.5216,0.0,0,12,7,1,0,0,0,12,12
hyuneze@example.es,normal,2.5216,2.5216,0.0,0,7,7,1,0,0,0,7,7
jennifer_szymanski@example.it,normal,3.5724,2.5216,0.0,0,18,7,1,0,0,1,18,18
bjornjesus@example.com.au,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
minjun.wilson1995@example.co.uk,normal,3.5725,2.5216,0.2353,0,17,7,1,0,1,0,6,10
mohammed_kumar@example.de,normal,3.0931,2.5216,0.0,0,14,7,1,0,0,1,14,14
jennifer.kariuki@example.fr,normal,3.2028,2.5216,0.0,0,16,7,1,0,1,0,7,8
jiwon.rodriguez@example.co.jp,normal,3.5069,2.5216,0.0,0,15,7,1,0,1,0,5,9
elena.kaminski@example.com.au,normal,3.0931,2.5216,0.0,0,14,7,1,0,1,0,5,8
fernando_demir@example.pl,normal,3.2359,2.5216,0.0,0,14,7,1,0,0,1,14,14
zainab.simon@example.co.jp,normal,3.085,2.5216,0.0,0,12,7,1,0,1,0,5,6
hassan_moore@example.net,normal,3.085,2.5216,0.0,0,12,7,1,0,0,1,12,12
4bepejzhyapdswz@3dzeedh.top,spam,3.5069,2.2359,0.0667,0,15,7,0,1,0,0,15,15
amit.weber@example.net,normal,3.1219,2.5216,0.0,0,10,7,1,0,1,0,4,5
anajohnson@example.fr,normal,2.4464,2.5216,0.0,0,10,7,1,0,0,0,10,10
sitiomar@example.de,normal,2.75,2.5216,0.0,0,8,7,1,0,0,0,8,8
melissa.eriksson1998@example.es,normal,3.6219,2.5216,0.2,0,20,7,1,0,1,0,7,12
william_odhiambo@example.com,normal,3.2028,2.5216,0.0,0,16,7,1,0,0,1,16,16
dwd@likwe4b.loan,spam,0.9183,2.8074,0.0,0,3,7,0,1,0,0,3,3
v726yg3dxvl5pvyiom@qeoz0k.online,spam,3.7947,2.585,0.2778,0,18,6,0,1,0,0,18,18
irisnguyen@example.com.br,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
fatoumehta@example.com,normal,2.9219,2.5216,0.0,0,10,7,1,0,0,0,10,10
amandagarcia@example.de,normal,2.6175,2.5216,0.0,0,12,7,1,0,0,0,12,12
kavitachopra@example.co.jp,normal,3.1887,2.5216,0.0,0,12,7,1,0,0,0,12,12
jamesweber@example.fr,normal,2.8464,2.5216,0.0,0,10,7,1,0,0,0,10,10
minjun_kozlov@example.es,normal,3.3927,2.5216,0.0,0,13,7,1,0,0,1,13,13
aurelie.tanaka@example.com.br,normal,3.0931,2.5216,0.0,0,14,7,1,0,1,0,6,7
mikhailandersen@example.it,normal,3.3736,2.5216,0.0,0,15,7,1,0,0,0,15,15
eduardojones@example.es,normal,3.085,2.5216,0.0,0,12,7,1,0,0,0,12,12
hassan_fouad@example.ru,normal,3.0221,2.5216,0.0,0,12,7,1,0,0,1,12,12
